brand_name,generic_name,num_mfr,spend_2019,claims_2019,benes_2019,unit_cost_2019,spend_2020,claims_2020,benes_2020,unit_cost_2020,spend_2021,claims_2021,benes_2021,unit_cost_2021,spend_2022,claims_2022,benes_2022,unit_cost_2022,spend_2023,claims_2023,benes_2023,unit_cost_2023,growth_rate
1st Tier Unifine Pentips,"Pen Needle, Diabetic",1,139201.68,5392.0,1878.0,0.2167879244,118923.24,4457.0,1595.0,0.217701046,102280.76,3708.0,1313.0,0.2230012539,70039.61,2501.0,1147.0,0.225873987,44355.04,1613,699.0,0.2271618646,0.0117543595
1st Tier Unifine Pentips Plus,"Pen Needle, Diabetic",1,343031.42,14581.0,5319.0,0.1873888035,210217.15,8408.0,3905.0,0.200851195,131927.33,4564.0,1766.0,0.2328115409,114601.54,3846.0,1474.0,0.2357078344,97951.18,3269,1267.0,0.2409322287,0.0648484791
Abacavir,Abacavir Sulfate,5,10110328.45,42629.0,6085.0,3.4827247521,9196378.7,37102.0,5068.0,3.4912038683,7027816.23,30488.0,4254.0,3.1858372173,6943055.75,24294.0,3452.0,3.8710647827,5287295.41,19632,2809.0,3.594356551,0.0079186955
Abacavir-Lamivudine,Abacavir Sulfate/Lamivudine,4,13057135.83,34814.0,6423.0,11.242099124,9173796.65,23603.0,4752.0,11.162573921,9037539.9,28345.0,4032.0,8.4120195523,11949195.88,24962.0,3427.0,12.035735193,9999234.5,20201,2892.0,12.057845489,0.0176667287
Abilify,Aripiprazole,1,26854630.75,20939.0,3670.0,33.402208187,24481910.61,17689.0,2532.0,34.436527492,20484851.18,15261.0,2174.0,32.656164441,13141218.3,13586.0,1920.0,23.109644371,11882943.19,12115,1736.0,23.319755196,-0.085913695
Abilify Asimtufii,Aripiprazole,1,,,,,,,,,,,,,,,,,13218817.72,2410,1231.0,1783.0262923,
Abilify Maintena,Aripiprazole,1,422038582.34,189140.0,25421.0,2222.0696373,460313112.01,203218.0,25646.0,2253.5948883,499429110.88,208784.0,26393.0,2368.5084279,563682902.82,219843.0,27676.0,2553.3425156,636857890.94,232162,29378.0,2732.2746358,0.0530322483
Abilify Mycite,Aripiprazole,1,40552.86,24.0,,56.323416667,92372.21,47.0,15.0,56.908812057,56308.8,31.0,,56.778172043,75603.15,44.0,,57.275113636,75397.26,44,,57.119136364,0.0035133632
Abiraterone Acetate,Abiraterone Acetate,19,281502970.15,55574.0,17787.0,43.384441996,402663122.35,125763.0,23638.0,28.125781745,597573022.12,198219.0,30513.0,33.704066173,701598008.68,229999.0,35733.0,34.980840236,877469516.77,315666,45661.0,33.614327353,-0.061795304
Abraxane,Paclitaxel Protein-Bound,1,8803136.55,1190.0,333.0,1393.342284,9792937.31,1286.0,319.0,1479.2956662,9534884.71,1200.0,307.0,1567.9797254,6230057.81,810.0,220.0,1664.0111672,7462297.97,932,249.0,1675.7911453,0.0472262471
Abrysvo,"Rsv Vacc, Pref A And Pref B/PF",1,,,,,,,,,,,,,,,,,698160177.7,2133980,2131906.0,327.30454988,
Absorica,Isotretinoin,1,256597.51,150.0,47.0,37.435019327,235353.71,126.0,52.0,37.944869135,163699.34,88.0,35.0,39.690154659,93008.56,51.0,24.0,41.151284582,76072.07,42,22.0,38.821409417,0.0091327694
Absorica Ld,"Isotretinoin, Micronized",1,,,,,25585.7,15.0,,37.42603165,81264.22,31.0,11.0,38.278067742,24902.87,15.0,,39.486837037,62964.21,31,14.0,45.669179159,0.0686032116
Acamprosate Calcium,Acamprosate Calcium,6,6062532.25,36643.0,11649.0,1.0040177266,6443057.94,39837.0,11880.0,0.9707188196,7016294.1,43153.0,13110.0,0.9711163154,7408915.48,44945.0,13739.0,0.9769674869,8093355.04,50232,15765.0,0.945327342,-0.014945613
Acanya,Clindamycin Phos/Benzoyl Perox,1,60935.72,107.0,56.0,10.597516522,33711.89,60.0,15.0,10.702187302,15964.61,29.0,,11.010075862,9928.83,18.0,,11.032033333,14029.67,26,,11.10821061,0.0118357057
Acarbose,Acarbose,5,8782064.06,173977.0,44062.0,0.3438656995,10722866.7,185085.0,43961.0,0.3749768894,10728639.22,180238.0,44200.0,0.3708114546,10098039.82,174307.0,43168.0,0.3569647831,9781113.16,169742,42919.0,0.3503993305,0.0047166575
Accolate,Zafirlukast,1,267173.42,731.0,141.0,3.7665431835,241732.21,635.0,121.0,3.7231384478,217404.57,521.0,103.0,3.7946403214,149766.1,358.0,91.0,3.7238647116,8114.96,21,13.0,3.6894436886,-0.005157148
Accutane,Isotretinoin,1,,,,,,,,,21588.69,127.0,59.0,3.5614410069,52272.27,309.0,121.0,3.6123914017,83176.6,424,192.0,4.2666876702,0.0945422971
Acebutolol HCl,Acebutolol HCl,3,4386157.9,91112.0,21226.0,0.4684252599,5556127.04,90017.0,20614.0,0.5719215227,5108653.31,86113.0,20157.0,0.5337176595,5166792.77,80943.0,19222.0,0.5698355461,5641077.2,76288,18164.0,0.6567985981,0.0881730797
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,1,581219.08,2783.0,1205.0,2.627263884,562256.15,2547.0,957.0,2.7624407967,554132.58,2524.0,797.0,2.817890749,327966.86,1581.0,416.0,2.7865591014,219642.98,1064,235.0,2.7758635594,0.0138497653
Acetaminophen,Acetaminophen,6,,,,,,,,,35876.64,120.0,82.0,0.2951489732,59927.65,138.0,75.0,0.252939109,48942.97,350,156.0,0.1602797227,-0.263082868
Acetaminophen-Codeine,Acetaminophen With Codeine,10,33342231.7,3063152.0,1417793.0,0.2154361299,36809437.6,2866868.0,1260147.0,0.2465406138,40587461.0,2753671.0,1210143.0,0.2858906287,38687556.58,2603690.0,1146260.0,0.2907868317,31133907.32,2525038,1131972.0,0.2464384255,0.0341831837
Acetazolamide,Acetazolamide,11,18944797.84,187883.0,88880.0,1.5457630126,17771426.4,159595.0,66492.0,1.5127315181,14869958.53,186468.0,76184.0,1.0790370654,15489559.99,212386.0,86171.0,1.0003311581,14839910.41,223297,90681.0,0.9128523131,-0.123373889
Acetazolamide ER,Acetazolamide,7,8965308.25,83564.0,34378.0,1.7910105324,8532895.66,78686.0,28814.0,1.6191603119,7358500.8,81962.0,32774.0,1.357154745,7706860.68,79286.0,32336.0,1.3842675541,6352444.08,81763,33680.0,1.0930203923,-0.116141931
Acetazolamide Sodium,Acetazolamide Sodium,1,,,,,,,,,,,,,,,,,8855.78,19,,41.382149533,
Acetic Acid*,Acetic Acid,6,1054956.19,50438.0,35588.0,1.1029535388,1098114.29,50852.0,34058.0,1.1277807801,1217831.74,56902.0,36607.0,1.1066917437,1313514.8,63140.0,38728.0,1.0023106231,1593486.51,74733,43136.0,0.9307912383,-0.041540499
Acetylcysteine*,Acetylcysteine,9,1981662.68,28050.0,7361.0,0.8300629529,1746725.77,20886.0,5149.0,0.8781550513,1595936.67,16659.0,4039.0,0.9431729167,1823301.43,17333.0,4323.0,1.0623224404,1834431.33,18326,4830.0,1.0175325829,0.0522267139
Aciphex,Rabeprazole Sodium,2,19678260.33,15888.0,3324.0,17.063811402,18095334.51,13926.0,2940.0,16.989249426,16176125.3,11451.0,2504.0,17.840855529,15875562.32,9439.0,2140.0,20.268804329,16133400.63,7726,1820.0,24.077408339,0.0898918975
Acitretin,Acitretin,5,22929872.03,43982.0,9054.0,14.780263274,22996980.97,42864.0,9153.0,14.079717111,21290553.53,41514.0,9238.0,12.818927126,20927874.71,40517.0,9068.0,12.705364065,20850061.95,41308,9207.0,12.366738435,-0.043591887
Actemra Actpen,Tocilizumab,1,17195137.67,4465.0,1177.0,1156.9634357,56276920.52,14203.0,2740.0,1195.6641105,93002648.89,24049.0,4442.0,1241.1457302,126483516.64,32706.0,5485.0,1245.3908786,184648415.67,44486,6927.0,1330.0928852,0.0354773036
Actemra*,Tocilizumab,1,132676233.62,35738.0,5446.0,1017.941604,127856836.18,32917.0,4668.0,1050.2799825,123904981.19,32334.0,5123.0,1095.3506436,127758478.59,33653.0,4885.0,1069.3405726,135711700.12,33939,4570.0,1074.3452266,0.0135735027
Acthar,Corticotropin,1,668892380.25,10968.0,2102.0,8059.4298482,621884161.43,9857.0,1668.0,8355.2890156,431097613.87,6667.0,1158.0,8462.0200976,400387038.54,5913.0,1007.0,8866.9480354,377839858.86,5235,942.0,9272.1437757,0.0356641888
Acthib,Haemoph B Poly Conj-Tet Tox/PF,1,44034.23,1132.0,949.0,39.002860939,44405.72,1151.0,953.0,38.694423144,49583.46,1418.0,1124.0,35.090912951,60611.51,1734.0,1378.0,34.944658403,65207.56,1975,1548.0,33.150767666,-0.03982746
Actimmune,"Interferon Gamma-1b,Recomb.",1,20879139.7,381.0,47.0,9377.56106,23353184.89,417.0,51.0,9168.8986612,25309639.28,423.0,50.0,10355.826219,27310873.39,454.0,48.0,10449.922858,26300696.62,423,43.0,10814.431176,0.0362831704
Activella,Estradiol/Norethindrone Acet,1,124105.3,255.0,210.0,9.7628461296,135010.77,274.0,78.0,9.8605587204,135284.56,300.0,57.0,9.7215119287,141956.4,293.0,63.0,9.7497527473,124689.52,234,55.0,9.9847469571,0.005634478
Actonel,Risedronate Sodium,1,2907325.96,4581.0,1064.0,180.19744094,2358868.74,3568.0,809.0,177.27702473,1788277.96,2562.0,624.0,176.30354364,1460182.27,2048.0,492.0,176.71732897,1132973.42,1617,398.0,170.59189078,-0.013601414
Actoplus Met,Pioglitazone HCl/Metformin HCl,1,374075.5,433.0,91.0,9.7145046127,312105.56,364.0,75.0,9.702088547,203503.89,246.0,51.0,9.9670340025,140808.93,169.0,33.0,10.278671511,131484.67,143,27.0,10.226699074,0.0129282989
Actos,Pioglitazone HCl,1,2293887.44,2461.0,546.0,17.302141511,2092475.64,2035.0,481.0,17.349038645,1749928.48,1619.0,378.0,17.844284208,1353112.4,1201.0,302.0,18.072638526,947844.25,847,224.0,18.217306603,0.0129688185
Acular,Ketorolac Tromethamine,1,73030.12,297.0,177.0,39.158241287,92184.89,353.0,214.0,41.062311804,64615.68,195.0,94.0,48.766550943,48975.95,145.0,79.0,44.93206422,74908.17,230,160.0,49.608059603,0.0609190934
Acular Ls,Ketorolac Tromethamine,1,42093.7,128.0,61.0,47.032067039,36788.28,124.0,67.0,49.05104,22762.86,66.0,36.0,52.328413793,19001.64,52.0,33.0,55.887176471,23939.19,74,53.0,50.398294737,0.0174321198
Acuvail,Ketorolac Tromethamine/PF,1,292214.13,587.0,274.0,10.624809294,215551.35,392.0,172.0,10.547113079,221208.02,381.0,166.0,11.241387336,145368.53,264.0,121.0,11.518900951,173941.25,332,164.0,11.469914276,0.0193181495
Acyclovir Sodium,Acyclovir Sodium,3,62813.01,299.0,112.0,0.7996558433,52997.4,248.0,124.0,0.5894209692,36090.15,195.0,85.0,0.4724813924,55114.76,269.0,112.0,0.982197793,46569.56,234,103.0,1.1283649377,0.0898999104
Acyclovir*,Acyclovir,36,56850780.2,1843709.0,688547.0,1.3701455429,57905931.1,1867971.0,669360.0,1.5853958959,54470493.94,1825481.0,660087.0,1.3276719821,51974160.95,1861818.0,663424.0,1.0242239708,49440236.67,1899271,670065.0,0.9027647559,-0.099047337
Aczone,Dapsone,1,,,921.0,,136577.25,190.0,307.0,11.324813433,200149.65,239.0,166.0,11.288320108,154570.86,178.0,98.0,11.768531599,89313.97,96,51.0,12.731207292,0.0397912963
Adacel Tdap,"Diph,Pertuss(Acell),Tet Vac/PF",1,11033494.81,182346.0,181747.0,92.671176419,10274095.02,171777.0,171363.0,82.363953092,10684013.34,177914.0,177467.0,79.577986531,13686117.71,221542.0,220919.0,83.700033958,15899745.08,241095,240258.0,100.63626317,0.0208277245
Adakveo,Crizanlizumab-Tmca,1,,,,,5098450.99,449.0,96.0,246.44484677,5852209.87,510.0,97.0,257.01404787,6859657.71,608.0,112.0,261.07562855,6747856.7,594,105.0,264.3108774,0.0236035066
Adalimumab-Adaz(Cf),Adalimumab-Adaz,1,,,,,,,,,,,,,,,,,23194.92,13,,1705.5088235,
Adalimumab-Adaz(Cf) Pen,Adalimumab-Adaz,1,,,,,,,,,,,,,,,,,73587.74,41,25.0,1703.4199074,
Adalimumab-Fkjp(Cf) Pen,Adalimumab-Fkjp,1,,,,,,,,,,,,,,,,,44654.13,31,11.0,551.28555556,
Adapalene,Adapalene,11,1577582.71,10033.0,5578.0,3.088410792,1925448.03,11325.0,5885.0,3.0545197336,2542994.28,11780.0,5495.0,3.4985555923,4363057.03,8476.0,4037.0,7.7564926949,2863676.92,8847,4155.0,4.7378855613,0.1129159748
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,9,120228.92,1072.0,693.0,2.3019841431,122451.78,1325.0,758.0,1.8850786919,125163.45,1305.0,737.0,2.0030339137,354089.65,1880.0,1003.0,3.8745850007,288889.13,1974,1027.0,3.0124820863,0.0695609451
Adbry,Tralokinumab-Ldrm,1,,,,,,,,,,,,,11498067.07,3211.0,851.0,875.17636398,31579580.09,8243,1712.0,928.89314028,0.0613782302
Adcetris,Brentuximab Vedotin,1,,,,,1207675.99,44.0,11.0,8626.2570714,2395839.26,84.0,18.0,9583.35704,3044765.13,94.0,24.0,10321.237729,3056725.55,81,22.0,11155.932664,0.0895014919
Adcirca,Tadalafil,1,82750004.24,18904.0,2801.0,69.978210976,55942543.48,12365.0,1609.0,69.98653062,43282513.46,9421.0,1172.0,70.516811059,33526807.44,7161.0,906.0,70.756142294,29259353.46,6145,802.0,71.54505888,0.0055512322
Adderall,Dextroamphetamine/Amphetamine,1,4750438.52,9563.0,1806.0,7.0251859226,5298565.5,10244.0,1609.0,7.5021128641,5793971.05,10667.0,1765.0,8.1583965544,7120762.45,12017.0,2201.0,9.112076187,9672998.4,15123,4019.0,10.168636432,0.096860064
Adderall XR,Dextroamphetamine/Amphetamine,1,9206505.22,40173.0,8087.0,4.9659771377,9699463.14,40377.0,7503.0,5.0406900746,8420164.32,26067.0,5321.0,6.9832569215,8822033.54,27260.0,6325.0,7.0640363554,17043346.47,53604,14292.0,7.3378873984,0.1025329609
Adefovir Dipivoxil,Adefovir Dipivoxil,2,4756444.93,5149.0,681.0,27.913762758,4062508.26,4425.0,570.0,26.270629306,3683848.43,3948.0,514.0,26.406700754,3378371.86,3240.0,469.0,26.462127159,2796126.77,2797,418.0,25.224524241,-0.02500778
Adempas,Riociguat,1,316869356.47,30605.0,3774.0,118.2404731,463152406.38,41615.0,4645.0,126.48113913,566502537.42,47886.0,5431.0,135.45878706,576981088.02,45851.0,5240.0,143.32745743,598223220.35,44483,4980.0,152.25832544,0.0652553465
Adlarity,Donepezil HCl,1,,,,,,,,,,,,,113185.36,212.0,139.0,118.65756741,2374700.91,4391,1442.0,118.53514803,-0.001031703
Admelog,Insulin Lispro,1,2076727.3,9229.0,4566.0,17.301200061,2461450.03,16801.0,7099.0,13.572850605,2224714.69,17009.0,7148.0,13.757595878,1595500.5,14866.0,6048.0,11.032789204,1393723.53,10933,4971.0,10.759590403,-0.11196542
Admelog Solostar,Insulin Lispro,1,5632924.42,20468.0,9303.0,4.5121078182,5785747.56,26851.0,12070.0,17.054072434,6137620.19,31839.0,14120.0,17.397375748,4563006.98,31954.0,13463.0,13.346421113,4074926.77,24807,11113.0,13.39884176,0.3127195326
Adrenalin,Epinephrine,1,13254.02,380.0,313.0,2.4640273858,16833.39,468.0,416.0,16.155498194,27653.32,992.0,925.0,15.802723838,39446.75,1484.0,1407.0,16.163028496,50592.3,2074,1928.0,15.050986858,0.5720988917
Adthyza,"Thyroid,Pork",1,,,,,,,,,,,,,,,,,17683.59,259,118.0,1.0641906443,
Advair Diskus,Fluticasone Propion/Salmeterol,1,1449199813.2,2681911.0,769276.0,6.3846077274,1160474902.7,2174106.0,527430.0,6.2877712876,1007644268.9,1715666.0,427565.0,6.8038634278,947425939.83,1629000.0,417761.0,6.8481905707,868795720.37,1510759,397554.0,7.0272583152,0.0242663961
Advair HFA,Fluticasone Propion/Salmeterol,1,276664860.37,481432.0,127304.0,37.023698803,313758155.03,545374.0,136797.0,36.947943743,346301512.32,571026.0,150113.0,38.422336469,384716838.79,632024.0,172993.0,38.805377789,398376287.87,651442,180362.0,39.077265424,0.0135871362
Advocate Pen Needle,"Pen Needle, Diabetic",1,176740.05,2021.0,1177.0,0.5950843434,232112.86,2242.0,999.0,0.6439958826,431446.13,3750.0,1952.0,0.6510389706,192879.97,1680.0,827.0,0.6959557847,210908.62,1803,809.0,0.741174515,0.0564172605
Advocate Pen Needles,"Pen Needle, Diabetic",1,1659681.1,26142.0,9128.0,0.5412369284,2270106.92,30625.0,10261.0,0.6175721596,2172889.98,27376.0,9547.0,0.6342566585,2228706.59,25243.0,9035.0,0.6903200086,1797604.62,19094,7160.0,0.7104687648,0.0703834663
Advocate Syringes,"Syring-Needl,Disp,Insul,0.3 Ml",1,101128.01,2338.0,732.0,0.5319692348,147149.62,2594.0,801.0,0.6676216714,152107.24,2699.0,833.0,0.6835939085,160568.21,2755.0,799.0,0.7283551144,174355.53,2946,913.0,0.7490016929,0.0893039304
Advocate Syringes,"Syringe And Needle,Insulin,1ml",1,271580.82,5494.0,1795.0,0.5172863807,359573.74,5720.0,1860.0,0.6675808185,368312.06,6069.0,1809.0,0.672976939,393515.9,6062.0,1753.0,0.7153019692,517878.97,7860,2200.0,0.7370601835,0.0925541642
Advocate Syringes,"Syringe-Needle,Insulin,0.5 Ml",1,299378.29,6687.0,1985.0,0.5192596189,373103.59,6601.0,1985.0,0.6530464913,347786.89,5984.0,1757.0,0.6722981757,428715.63,6854.0,1871.0,0.7213827408,506305.7,7877,2218.0,0.7381621843,0.0919224887
Adzenys XR-ODT,Amphetamine,1,441111.93,1068.0,191.0,11.657492587,490522.7,1073.0,183.0,12.922772871,545688.01,1041.0,188.0,14.944768635,576312.9,1041.0,205.0,15.428208478,1168345.71,1972,466.0,16.698552892,0.0940027713
Aemcolo,Rifamycin Sodium,1,,,,,,,35.0,,,,,,,,,,5743.79,23,17.0,16.505143678,
Afinitor,Everolimus,1,444569351.35,26978.0,5763.0,575.96156752,302356560.41,18337.0,4255.0,575.35783959,216178594.34,13001.0,2875.0,579.15730476,100030445.56,5960.0,1186.0,579.92347144,29755094.75,1577,368.0,618.56869902,0.0180019473
Afinitor Disperz,Everolimus,1,6103971.61,263.0,52.0,579.89049336,9646174.45,381.0,53.0,580.507537,8602849.16,324.0,47.0,587.96293277,6393478.85,214.0,31.0,601.67944051,5349230.05,151,19.0,690.11591423,0.0444652934
Afrezza,"Insulin Regular, Human",1,7000874.53,5264.0,1396.0,7.1774810723,8007830.06,5432.0,1270.0,7.7031354906,10393693.26,6088.0,1399.0,8.4637765043,12896497.83,6580.0,1601.0,9.3262872143,22608793.54,10538,2623.0,9.8381581672,0.0820203682
Agrylin,Anagrelide HCl,1,396277.16,432.0,206.0,7.8949109455,1931960.65,2376.0,644.0,8.0021565257,552597.64,572.0,123.0,8.1065272052,336321.52,279.0,53.0,8.1710767736,232259.78,207,45.0,8.1724060521,0.008673649
Aimovig Autoinjector,Erenumab-Aooe,1,119447008.26,169415.0,36031.0,591.54120461,206119544.71,285011.0,47870.0,628.65182602,258924035.1,330843.0,54670.0,673.76491945,302037670.61,325457.0,55228.0,732.39669327,326938686.38,333200,55770.0,778.18826391,0.0709641144
Airduo Digihaler,Fluticasone Propion/Salmeterol,1,,,,,19201.39,39.0,33.0,423.49865641,268285.41,533.0,321.0,389.70689644,552626.05,1012.0,551.0,448.39630221,647638.84,1064,558.0,472.57735097,0.0372265436
Airduo Respiclick,Fluticasone Propion/Salmeterol,1,270035.48,779.0,530.0,317.51032537,255536.92,752.0,415.0,315.82134775,256265.89,645.0,379.0,335.34441875,272494.09,665.0,411.0,365.36963574,207498.4,467,254.0,402.11480031,0.0608355163
Airsupra,Albuterol Sulfate/Budesonide,1,,,,,,,,,,,,,,,,,925019.06,1753,1487.0,47.111203577,
Ajovy Autoinjector,Fremanezumab-Vfrm,1,,,,,5173840.77,6841.0,2641.0,415.25268028,27293439.6,34263.0,8321.0,430.3363832,48455538.83,55495.0,12141.0,451.02610747,62638823.74,69530,14658.0,466.57299085,0.0396066529
Ajovy Syringe,Fremanezumab-Vfrm,1,28878501.83,42354.0,9220.0,393.50709358,33366366.03,45106.0,8449.0,416.01094725,28482115.37,35526.0,6912.0,440.84502492,27006806.12,31320.0,6154.0,469.06360497,24907349.39,27806,5556.0,486.72358525,0.0545871045
Ak-Poly-Bac,Bacitracin/Polymyxin B Sulfate,1,18099.17,1110.0,918.0,4.4683792124,17092.66,992.0,784.0,4.427003367,4813.22,317.0,245.0,4.2018507202,7244.46,491.0,425.0,4.1479874034,911.95,56,37.0,4.5711779449,0.0057024919
Akeega,Niraparib/Abiraterone,1,,,,,,,,,,,,,,,,,566563.09,31,16.0,326.1057043,
Aklief,Trifarotene,1,,,,,51446.95,87.0,58.0,12.8456804,149786.26,241.0,151.0,13.697874714,178333.87,269.0,150.0,14.569760621,197711.82,282,155.0,15.58012766,0.0664437821
Akten,Lidocaine HCl/PF,1,6595.63,89.0,66.0,24.071642336,2536.83,48.0,25.0,23.932358491,2993.63,44.0,34.0,26.259912281,5844.53,52.0,28.0,26.091651786,1328.22,14,,27.67125,0.0354538901
Akynzeo,Fosnetupitant/Palonosetron,1,211235.94,236.0,83.0,558.8252381,355121.25,425.0,101.0,509.03398983,228707.06,226.0,62.0,38.461830804,2419510.32,2051.0,592.0,34.943823224,4508721.75,3836,1021.0,36.706943187,-0.493746485
Akynzeo,Netupitant/Palonosetron HCl,1,476884.71,545.0,194.0,582.27681319,296174.9,359.0,111.0,619.61276151,398550.92,343.0,100.0,644.90440129,466393.68,457.0,132.0,696.10997015,440871.29,454,112.0,700.90825119,0.0474490785
Ala-Cort,Hydrocortisone,1,293.84,48.0,41.0,0.166690522,4117.78,502.0,443.0,0.2282566059,14670.12,987.0,834.0,0.4293310596,15001.68,964.0,798.0,0.4427729832,7719.8,687,595.0,0.3201412288,0.1772201178
Ala-Scalp,Hydrocortisone,1,,,198.0,,,,223.0,,54500.1,94.0,166.0,14.97090979,173864.06,333.0,246.0,15.217061686,144779.67,200,141.0,15.930861576,0.0315624745
Albendazole,Albendazole,6,6851059.51,3845.0,4573.0,145.46858911,9901840.31,5794.0,5474.0,129.56478646,7992243.56,6932.0,5864.0,90.47623501,9665338.55,7866.0,5813.0,69.385969282,10896670.13,9883,7118.0,60.261986876,-0.19773369
Albuked-25,Albumin Human,1,,,,,,,,,15877.45,53.0,,0.9892492212,,,,,2993.02,11,,0.9950199468,0.0029124786
Albumin (Human),Albumin Human,1,10405.4,17.0,,1.1561555556,,,,,,,,,4948.13,16.0,,0.9360983379,12509.56,25,,1.1913866667,0.007532621
Alburx,Albumin Human,1,,,,,24080.97,39.0,,1.3378316667,,,,,,,,,8417.99,13,,1.4513775862,0.0275263792
Albutein,Albumin Human,1,16969.05,25.0,,0.8715485362,16339.12,64.0,,0.9104800829,3858.73,35.0,,0.8561720952,2561.14,23.0,13.0,1.2431675875,10774.95,34,13.0,1.0148770839,0.0387964746
Albuterol Sulfate HFA,Albuterol Sulfate,10,177429857.19,3065577.0,1512149.0,3.646724093,474482836.64,8571559.0,3668634.0,3.8019633822,634898135.56,12419551.0,4847424.0,3.8462250311,710047445.77,15028182.0,5656896.0,3.7405052564,583910453.98,16614957,6126707.0,2.8040196243,-0.063582469
Albuterol Sulfate*,Albuterol Sulfate,15,22078595.39,512450.0,185302.0,0.4526636063,16712655.38,328464.0,121046.0,0.5049697247,11437050.58,231313.0,83986.0,0.4773135095,11066108.64,246412.0,95711.0,0.433980749,11167561.55,307611,122469.0,0.3525857216,-0.060552997
Alclometasone Dipropionate,Alclometasone Dipropionate,3,4342147.24,64536.0,44161.0,1.2233076058,3263750.51,58115.0,38676.0,1.2596718444,3057627.48,57172.0,38916.0,1.1812106863,2981557.43,56906.0,38802.0,1.16964615,2426138.18,51874,35440.0,1.0732391255,-0.032189777
Alcohol Pads,Alcohol Antiseptic Pads,2,30480774.7,461656.0,131989.0,0.4228886548,14356794.02,231519.0,72766.0,0.402450124,11727610.56,184670.0,54701.0,0.404926732,10960651.16,168846.0,51017.0,0.408014516,11275141.24,162911,50736.0,0.416812354,-0.003611659
Alcohol Prep Pads,Alcohol Antiseptic Pads,18,39663396.74,695554.0,228388.0,0.3438416405,28018332.23,678196.0,227979.0,0.2473111522,18350811.99,512873.0,179098.0,0.2070558797,15227610.71,503119.0,176994.0,0.1762141156,12719573.48,486683,178376.0,0.1596443927,-0.174534742
Alcohol Swab,Alcohol Antiseptic Pads,1,136433.95,36936.0,11105.0,0.0310959861,119032.03,38363.0,19780.0,0.0221846163,116618.54,39230.0,13621.0,0.0235794698,120163.15,38465.0,13517.0,0.0245131865,139727.32,42372,16769.0,0.0251547917,-0.051627181
Alcohol Swabs,Alcohol Antiseptic Pads,10,190788.95,61320.0,26410.0,0.0253969989,423930.09,106268.0,49825.0,0.0320109949,773585.63,138679.0,61268.0,0.0342044504,878606.2,149203.0,64385.0,0.0391238887,914697.73,154971,66805.0,0.0408495801,0.1261631155
Alcohol Wipes,Alcohol Antiseptic Pads,3,11623.8,1643.0,1900.0,0.0531763823,20769.86,3290.0,3075.0,0.0532347389,22925.8,2489.0,2180.0,0.0795628774,16537.92,1679.0,571.0,0.0865016734,11594.67,1432,476.0,0.071053564,0.075144332
Aldactazide,Spironolact/Hydrochlorothiazid,1,239456.54,1047.0,322.0,3.8350243301,241764.08,975.0,291.0,3.9347286849,222415.66,834.0,266.0,4.1606754551,197232.25,710.0,237.0,4.4016562599,31918.15,158,78.0,4.0486660654,0.0136451775
Aldactone,Spironolactone,1,611625.55,2456.0,656.0,3.1370451588,591299.16,2084.0,605.0,3.384470316,624110.71,2148.0,619.0,3.3438510767,535855.22,1702.0,536.0,3.4988801951,545667.93,1640,510.0,3.6135921677,0.0359876815
Aldurazyme,Laronidase,1,3253424.99,75.0,,184.12139162,4500166.87,126.0,,194.51769483,7750224.9,197.0,11.0,200.99130965,8107409.22,185.0,11.0,207.88228769,7301136.32,153,,214.64460738,0.0390918376
Alecensa,Alectinib HCl,1,84214133.36,5957.0,930.0,62.984369753,105142346.49,7255.0,1011.0,65.319112521,125219804.23,8289.0,1112.0,68.306381071,153932232.24,9682.0,1284.0,72.494236639,185955638.31,11015,1459.0,77.067982016,0.0517446217
Alendronate Sodium,Alendronate Sodium,10,69580591.85,7343747.0,1860934.0,1.1052040458,73675741.17,7364006.0,1832452.0,1.1157785201,78539304.2,7499931.0,1972313.0,1.0957851434,87954225.48,7799017.0,2083024.0,1.1456346606,99781082.41,8212229,2218723.0,1.2132955246,0.0236017799
Alfuzosin HCl ER,Alfuzosin HCl,7,17482177.43,637890.0,185815.0,0.422094092,23501600.66,760988.0,200953.0,0.450967138,25132366.38,817998.0,226592.0,0.437308666,26060905.87,884009.0,246627.0,0.4124809338,27920615.44,964261,271716.0,0.4030843488,-0.011454495
Alimta,Pemetrexed Disodium,1,9039778.05,1600.0,314.0,2377.8940342,9697562.74,1627.0,310.0,2374.8355147,9849598.41,1555.0,304.0,2140.6816254,7434149.1,1096.0,227.0,2467.8170517,2107223.83,305,45.0,2433.7922066,0.0058257499
Aliqopa,Copanlisib Di-HCl,1,,,,,,,,,,,,,,,,,362769.0,30,,5496.5,
Aliskiren,Aliskiren Hemifumarate,2,10774241.08,27458.0,8294.0,6.4226837369,15425678.29,41031.0,8718.0,6.1922615195,13715674.19,35310.0,7834.0,6.1027894353,12651613.33,31764.0,7240.0,6.003787711,11590165.45,29910,6966.0,5.6583891528,-0.031177829
Allopurinol,Allopurinol,19,147274303.44,8983444.0,2052005.0,0.2240194018,139013089.99,9156060.0,2111246.0,0.2002210641,135198545.97,8988268.0,2164191.0,0.1906750487,136266050.93,9069247.0,2208007.0,0.1885909578,136919932.77,9286109,2262180.0,0.1870759915,-0.044054561
